customer_id,gender_female,senior_citizen,partner,dependents,tenure,phone_service,paperless_billing,monthly_charges,total_charges,churn,multiple_lines_No phone service,multiple_lines_Yes,internet_service_Fiber optic,internet_service_No,online_security_No internet service,online_security_Yes,online_backup_No internet service,online_backup_Yes,device_protection_No internet service,device_protection_Yes,tech_support_No internet service,tech_support_Yes,streaming_tv_No internet service,streaming_tv_Yes,streaming_movies_No internet service,streaming_movies_Yes,contract_One year,contract_Two year,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,tenure_years,new_customer,long_term_customer,avg_monthly_charges,revenue_per_year,num_services,paperless_and_monthly,automatic_payments,total_charges_per_service,monthly_charges_per_service,loyal_high_spender
5684-FJVYR,1,0,1,1,72,1,1,90.35,6563.4,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,6.0,0,1,91.15833333333333,1093.8999999999999,5,False,True,1093.9,15.06,False
4013-GUXND,0,0,0,0,1,1,0,20.8,20.8,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.08333333333333333,1,0,20.8,249.60000000000002,1,False,False,10.4,10.4,False
1894-IGFSG,1,0,0,0,22,1,0,89.25,1907.85,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1.8333333333333333,0,0,86.72045454545454,1040.6454545454546,4,False,False,381.57,17.85,False
7379-POKDZ,0,0,1,0,3,1,1,70.3,208.85,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.25,1,0,69.61666666666666,835.4,2,False,False,69.62,23.43,False
1266-NZYUI,1,0,1,1,72,1,0,66.85,4758.8,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,6.0,0,1,66.09444444444445,793.1333333333333,5,False,True,793.13,11.14,False
7969-FFOWG,0,0,1,1,65,1,0,19.9,1292.6,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,5.416666666666667,0,1,19.886153846153846,238.63384615384612,1,False,False,646.3,9.95,False
4718-DHSMV,1,0,0,0,11,0,1,35.8,363.15,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.9166666666666666,1,0,33.01363636363636,396.16363636363633,2,False,False,121.05,11.93,False
5175-WLYXL,0,0,0,0,22,1,1,78.85,1600.25,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.8333333333333333,0,0,72.73863636363636,872.8636363636364,3,False,False,400.06,19.71,False
7817-OMJNA,0,0,0,0,14,1,0,20.4,275.7,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,1.1666666666666667,0,0,19.692857142857143,236.3142857142857,1,False,True,137.85,10.2,False
8728-SKJLR,0,0,0,0,41,1,1,74.25,3089.1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3.4166666666666665,0,0,75.34390243902439,904.1268292682927,3,False,False,772.28,18.56,False
3137-NYQQI,0,0,1,0,17,1,0,64.8,1175.6,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,1.4166666666666667,0,0,69.15294117647058,829.835294117647,5,False,False,195.93,10.8,False
7706-DZNKK,0,0,0,0,11,1,1,20.45,237.3,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.9166666666666666,1,0,21.572727272727274,258.8727272727273,1,False,True,118.65,10.22,False
0236-HFWSV,0,0,0,0,15,1,1,93.35,1444.65,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1.25,0,0,96.31,1155.72,4,False,False,288.93,18.67,False
3900-AQPHZ,1,0,0,0,1,1,0,19.9,19.9,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.08333333333333333,1,0,19.9,238.79999999999998,1,False,False,9.95,9.95,False
5842-POCOP,1,0,1,0,5,1,1,88.9,454.15,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.4166666666666667,1,0,90.83,1089.9599999999998,5,False,False,75.69,14.82,False
2037-XJFUP,0,0,1,0,33,1,1,95.8,3036.75,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,2.75,0,0,92.02272727272727,1104.2727272727273,5,False,False,506.12,15.97,False
8823-RLPWL,1,0,1,0,72,1,1,110.65,8065.65,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,6.0,0,1,112.02291666666666,1344.2749999999999,7,False,True,1008.21,13.83,True
9505-SQFSW,1,0,1,1,3,0,0,40.3,92.5,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0.25,1,0,30.833333333333332,370.0,3,False,False,23.12,10.07,False
7314-OXENN,0,0,0,0,2,1,1,82.0,184.65,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.16666666666666666,1,0,92.325,1107.9,3,False,False,46.16,20.5,False
3758-CKOQL,1,0,1,0,59,1,1,107.0,6152.3,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,4.916666666666667,0,1,104.27627118644068,1251.3152542372882,7,False,True,769.04,13.38,True
0322-CHQRU,0,0,0,0,2,1,0,45.35,89.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.16666666666666666,1,0,44.75,537.0,2,False,False,29.83,15.12,False
5676-CFLYY,0,0,1,1,71,1,1,73.35,5154.5,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,5.916666666666667,0,1,72.59859154929578,871.1830985915492,6,False,True,736.36,10.48,False
7521-AFHAB,1,0,1,1,5,1,0,44.8,220.45,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4166666666666667,1,0,44.089999999999996,529.0799999999999,2,False,False,73.48,14.93,False
0285-INHLN,0,0,1,1,27,1,1,54.75,1510.3,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2.25,0,0,55.93703703703704,671.2444444444444,4,False,True,302.06,10.95,False
4678-DVQEO,1,0,0,0,1,1,1,52.2,52.2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.08333333333333333,1,0,52.2,626.4000000000001,3,False,False,13.05,13.05,False
5125-CNDSP,0,0,0,1,63,0,1,40.6,2588.95,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,5.25,0,1,41.09444444444444,493.1333333333333,4,False,True,517.79,8.12,False
0691-IFBQW,1,1,0,0,46,1,1,110.0,4874.8,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,3.8333333333333335,0,0,105.97391304347826,1271.6869565217391,7,False,False,609.35,13.75,False
4992-LTJNE,0,0,1,1,72,1,0,55.3,3983.6,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.0,0,1,55.327777777777776,663.9333333333333,3,False,True,995.9,13.82,False
2202-OUTMO,1,0,1,0,34,1,1,60.85,2003.6,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.8333333333333335,0,0,58.92941176470588,707.1529411764706,4,False,True,400.72,12.17,False
0810-BDHAW,1,0,1,1,24,1,0,78.4,1832.4,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,2.0,0,0,76.35000000000001,916.2,6,False,False,261.77,11.2,False
0229-LFJAF,0,0,0,0,72,1,0,69.65,4908.25,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,6.0,0,1,68.17013888888889,818.0416666666666,6,False,True,701.18,9.95,False
7131-ZQZNK,1,0,1,1,60,0,0,59.85,3590.2,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,5.0,0,1,59.836666666666666,718.04,6,False,True,512.89,8.55,False
3442-ZHHCC,0,0,0,0,68,1,1,76.9,5023.0,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,5.666666666666667,0,1,73.86764705882354,886.4117647058823,6,False,True,717.57,10.99,False
5726-CVNYA,1,0,1,1,8,1,1,19.85,146.6,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.6666666666666666,1,0,18.325,219.9,1,False,False,73.3,9.93,False
9871-ELEYA,1,0,0,1,34,1,0,67.65,2339.3,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,2.8333333333333335,0,0,68.8029411764706,825.635294117647,6,False,True,334.19,9.66,False
4257-GAESD,1,0,0,0,6,0,0,45.0,298.7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.5,1,0,49.78333333333333,597.4,3,False,True,74.68,11.25,False
5173-WXOQV,0,0,1,0,2,1,1,64.2,143.65,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0.16666666666666666,1,0,71.825,861.9000000000001,5,False,False,23.94,10.7,False
2040-OBMLJ,0,0,0,0,31,1,0,81.7,2548.65,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,2.5833333333333335,0,0,82.21451612903226,986.574193548387,3,False,True,637.16,20.42,False
6286-ZHAOK,1,0,1,1,20,1,1,25.55,507.4,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.6666666666666667,0,0,25.369999999999997,304.44,1,False,True,253.7,12.78,False
3807-XHCJH,1,0,1,1,1,1,0,20.0,20.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.08333333333333333,1,0,20.0,240.0,1,False,False,10.0,10.0,False
3009-JWMPU,0,0,0,0,62,1,1,96.75,6125.4,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,5.166666666666667,0,1,98.79677419354839,1185.5612903225806,5,False,False,1020.9,16.12,False
5671-RQRLP,1,1,1,0,70,1,1,75.65,5411.4,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,5.833333333333333,0,1,77.30571428571427,927.6685714285715,2,False,True,1803.8,25.22,False
1450-GALXR,1,0,0,0,10,1,1,98.5,1058.25,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.8333333333333334,1,0,105.825,1269.8999999999999,5,False,False,176.38,16.42,False
8859-AXJZP,0,0,1,1,39,1,1,23.8,903.8,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,3.25,0,0,23.174358974358974,278.09230769230766,1,False,False,451.9,11.9,False
3174-AKMAS,1,0,1,0,46,1,1,64.2,3009.5,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,3.8333333333333335,0,0,65.42391304347827,785.0869565217391,5,False,True,501.58,10.7,False
3138-BKYAV,0,0,0,0,6,1,1,85.35,489.45,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.5,1,0,81.575,978.9,4,False,False,97.89,17.07,False
9926-PJHDQ,1,0,1,1,72,1,1,76.8,5468.45,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,6.0,0,1,75.95069444444444,911.4083333333333,5,False,True,911.41,12.8,False
7382-DFJTU,0,0,0,0,18,1,0,55.2,1058.1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1.5,0,0,58.78333333333333,705.4,4,False,True,211.62,11.04,False
2798-NYLMZ,0,0,1,0,71,1,1,108.55,7616.0,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,5.916666666666667,0,1,107.26760563380282,1287.2112676056338,7,False,True,952.0,13.57,True
4289-DTDKW,0,0,1,0,40,1,1,101.3,4113.1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,3.3333333333333335,0,0,102.82750000000001,1233.93,5,False,False,685.52,16.88,False
1820-TQVEV,0,0,0,0,1,1,1,69.55,69.55,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08333333333333333,1,0,69.55,834.6,2,False,False,23.18,23.18,False
2239-JALAW,0,0,0,0,58,1,1,103.25,6017.65,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,4.833333333333333,0,1,103.75258620689655,1245.0310344827585,6,False,True,859.66,14.75,True
4853-RULSV,0,0,0,0,70,1,1,104.0,7250.15,1,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,5.833333333333333,0,1,103.57357142857143,1242.8828571428571,6,False,True,1035.74,14.86,True
8098-TDCBU,1,0,1,0,42,1,0,25.25,1108.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,3.5,0,0,26.385714285714286,316.62857142857143,1,False,False,554.1,12.62,False
3551-GAEGL,0,0,1,1,34,0,0,30.4,938.65,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.8333333333333335,0,0,27.60735294117647,331.2882352941176,2,False,True,312.88,10.13,False
4785-NKHCX,0,1,0,0,5,1,0,20.05,94.15,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.4166666666666667,1,0,18.830000000000002,225.96,1,False,True,47.08,10.02,False
3196-NVXLZ,1,0,0,0,25,1,1,84.6,2088.05,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2.0833333333333335,0,0,83.522,1002.264,3,False,False,522.01,21.15,False
6275-YDUVO,1,0,0,0,2,1,1,86.2,178.7,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.16666666666666666,1,0,89.35,1072.2,4,False,False,35.74,17.24,False
0036-IHMOT,1,0,1,1,55,1,1,103.7,5656.75,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,4.583333333333333,0,1,102.85,1234.2,7,False,True,707.09,12.96,True
0115-TFERT,0,0,1,0,21,1,1,111.2,2317.1,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,1.75,0,0,110.33809523809524,1324.0571428571427,7,False,False,289.64,13.9,False
4178-EGMON,0,0,1,0,70,1,1,88.0,5986.45,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,5.833333333333333,0,1,85.52071428571428,1026.2485714285715,5,False,True,997.74,14.67,False
4220-TINQT,1,0,1,0,61,1,1,106.35,6751.35,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,5.083333333333333,0,1,110.67786885245903,1328.1344262295083,6,False,False,964.48,15.19,True
5318-YKDPV,0,0,1,1,43,1,1,79.15,3566.6,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,3.5833333333333335,0,0,82.94418604651163,995.3302325581394,7,False,True,445.82,9.89,False
7975-TZMLR,0,0,0,0,47,1,1,103.1,4889.3,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,3.9166666666666665,0,0,104.02765957446809,1248.331914893617,6,False,False,698.47,14.73,False
0295-QVKPB,0,0,0,0,5,1,1,63.95,318.1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,0.4166666666666667,1,0,63.620000000000005,763.44,5,False,True,53.02,10.66,False
4335-BSMJS,1,0,0,0,62,1,1,25.8,1563.95,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,5.166666666666667,0,1,25.225,302.7,1,False,True,781.98,12.9,False
2311-QYMUQ,1,0,1,1,16,1,1,89.45,1430.25,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,1.3333333333333333,0,0,89.390625,1072.6875,5,False,True,238.38,14.91,False
3643-AHCFP,0,1,1,0,7,1,1,95.6,644.35,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.5833333333333334,1,0,92.05,1104.6,4,False,True,128.87,19.12,False
9146-JRIOX,1,0,1,1,14,1,0,25.55,372.45,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.1666666666666667,0,0,26.603571428571428,319.24285714285713,1,False,False,186.22,12.78,False
3104-OWCGK,0,0,1,1,60,1,0,90.95,5453.4,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,5.0,0,1,90.89,1090.6799999999998,5,False,False,908.9,15.16,False
5337-IIWKZ,0,0,1,1,34,0,1,44.85,1442.6,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,2.8333333333333335,0,0,42.42941176470588,509.1529411764705,4,False,False,288.52,8.97,False
9101-BWFSS,1,0,1,0,50,1,0,108.55,5610.7,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,4.166666666666667,0,1,112.214,1346.5679999999998,7,False,False,701.34,13.57,True
9650-VBUOG,0,0,1,1,38,1,0,25.05,963.95,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,3.1666666666666665,0,0,25.367105263157896,304.40526315789475,1,False,True,481.98,12.52,False
3487-EARAT,1,0,1,1,70,1,0,74.1,5222.3,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,5.833333333333333,0,1,74.60428571428572,895.2514285714286,7,False,True,652.79,9.26,False
2672-TGEFF,1,0,1,1,37,1,1,88.8,3340.55,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,3.0833333333333335,0,0,90.28513513513514,1083.4216216216216,4,False,False,668.11,17.76,False
9231-ZJYAM,1,1,0,0,4,1,1,78.85,292.8,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.3333333333333333,1,0,73.2,878.4000000000001,3,False,False,73.2,19.71,False
4250-WAROZ,0,1,1,1,60,1,1,93.25,5774.55,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,5.0,0,1,96.2425,1154.91,5,False,False,962.42,15.54,False
8184-WMOFI,0,0,1,1,62,1,0,71.4,4487.3,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,5.166666666666667,0,1,72.3758064516129,868.5096774193548,6,False,True,641.04,10.2,False
6982-SSHFK,0,0,0,0,1,1,0,44.4,44.4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.08333333333333333,1,0,44.4,532.8000000000001,2,False,False,14.8,14.8,False
6092-QZVPP,0,0,0,0,36,1,1,79.2,2854.95,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,3.0,0,0,79.30416666666666,951.65,7,False,True,356.87,9.9,False
4625-LAMOB,0,0,0,0,44,1,0,20.4,905.55,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,3.6666666666666665,0,0,20.580681818181816,246.96818181818182,1,False,True,452.78,10.2,False
0727-BMPLR,1,1,0,0,55,1,1,100.0,5509.3,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,4.583333333333333,0,1,100.16909090909091,1202.029090909091,5,False,False,918.22,16.67,True
0392-BZIUW,1,0,1,0,72,1,1,105.0,7589.8,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,6.0,0,1,105.41388888888889,1264.9666666666667,6,False,True,1084.26,15.0,True
1038-ZAGBI,1,0,1,1,12,1,0,19.8,229.6,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,1.0,1,0,19.133333333333333,229.6,1,False,True,114.8,9.9,False
6549-NNDYT,1,0,0,0,13,0,1,30.85,394.1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0833333333333333,0,0,30.315384615384616,363.78461538461545,2,False,True,131.37,10.28,False
3027-ZTDHO,0,0,0,0,1,1,1,89.9,89.9,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.08333333333333333,1,0,89.9,1078.8000000000002,4,False,False,17.98,17.98,False
0422-OHQHQ,1,0,1,1,15,1,0,20.55,295.95,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,1.25,0,0,19.73,236.76,1,False,False,147.98,10.28,False
6916-HIJSE,1,0,0,0,65,1,1,84.85,5459.2,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,5.416666666666667,0,1,83.9876923076923,1007.8523076923076,8,False,True,606.58,9.43,False
2316-ESMLS,1,0,1,1,12,0,0,33.15,444.75,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1.0,1,0,37.0625,444.75,3,False,True,111.19,8.29,False
9778-OGKQZ,0,0,1,0,72,1,1,92.0,6782.15,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,6.0,0,1,94.19652777777777,1130.3583333333333,8,False,True,753.57,10.22,False
7408-OFWXJ,1,0,1,1,72,1,0,89.8,6510.45,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,6.0,0,1,90.42291666666667,1085.075,8,False,True,723.38,9.98,False
6007-TCTST,1,0,1,1,72,1,1,115.8,8476.5,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,6.0,0,1,117.72916666666667,1412.75,8,False,True,941.83,12.87,True
2252-NKNSI,0,0,0,1,52,1,1,85.15,4461.85,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,4.333333333333333,0,1,85.8048076923077,1029.6576923076925,7,False,False,557.73,10.64,False
8713-IGZSO,0,0,0,0,2,1,0,24.85,62.0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.16666666666666666,1,0,31.0,372.0,1,False,False,31.0,12.42,False
7905-TVXTA,1,0,0,0,5,1,1,64.35,352.65,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.4166666666666667,1,0,70.53,846.3599999999999,5,False,False,58.78,10.72,False
7695-PKLCZ,1,0,0,0,68,1,0,20.5,1424.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,5.666666666666667,0,1,20.954411764705885,251.4529411764706,1,False,True,712.45,10.25,False
2382-BCKQJ,1,0,0,1,62,1,1,100.15,6413.65,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,5.166666666666667,0,1,103.44596774193548,1241.3516129032257,5,False,False,1068.94,16.69,True
8374-UULRV,0,0,0,0,72,1,0,86.05,6309.65,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,6.0,0,1,87.63402777777777,1051.6083333333333,7,False,True,788.71,10.76,False
2207-NHRJK,0,0,0,0,1,1,0,50.8,50.8,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08333333333333333,1,0,50.8,609.6,3,False,False,12.7,12.7,False
3224-DFQNQ,1,0,1,0,66,1,0,89.0,5898.6,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,5.5,0,1,89.37272727272727,1072.4727272727273,5,False,False,983.1,14.83,False
5275-PMFUT,0,0,1,1,72,0,1,64.8,4719.75,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,6.0,0,1,65.55208333333333,786.625,7,False,True,589.97,8.1,False
4795-UXVCJ,0,0,0,0,26,1,0,19.8,457.3,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,2.1666666666666665,0,0,17.588461538461537,211.06153846153848,1,False,True,228.65,9.9,False
9777-IQHWP,0,0,1,1,64,1,0,93.4,5822.3,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,5.333333333333333,0,1,90.9734375,1091.68125,5,False,True,970.38,15.57,False
0947-MUGVO,0,1,1,0,20,1,1,73.65,1463.5,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1.6666666666666667,0,0,73.175,878.0999999999999,3,False,False,365.88,18.41,False
9944-HKVVB,1,0,0,0,3,1,1,95.1,307.4,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.25,1,0,102.46666666666665,1229.6,5,False,False,51.23,15.85,False
4124-MMETB,0,0,0,0,22,1,1,94.65,2104.55,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,1.8333333333333333,0,0,95.66136363636365,1147.9363636363637,4,False,True,420.91,18.93,False
3671-SHRSP,0,0,1,0,4,1,1,80.6,319.15,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.3333333333333333,1,0,79.7875,957.4499999999999,4,False,False,63.83,16.12,False
0979-MOZQI,0,0,1,0,62,0,1,39.0,2337.45,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,5.166666666666667,0,1,37.7008064516129,452.40967741935475,3,False,True,584.36,9.75,False
2732-ISEZX,1,0,0,0,5,1,1,20.5,104.3,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.4166666666666667,1,0,20.86,250.32,1,False,False,52.15,10.25,False
3313-QKNKB,0,0,1,0,59,1,0,85.55,5084.65,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,4.916666666666667,0,1,86.18050847457627,1034.1661016949151,3,False,False,1271.16,21.39,False
0323-XWWTN,0,0,0,1,3,1,1,26.4,121.25,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.25,1,0,40.416666666666664,485.0,1,False,False,60.62,13.2,False
1937-OTUKY,1,0,1,0,72,1,1,98.2,7015.9,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,6.0,0,1,97.44305555555555,1169.3166666666666,6,False,True,1002.27,14.03,False
1573-LGXBA,0,0,1,1,57,1,1,97.55,5598.0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,4.75,0,1,98.21052631578948,1178.5263157894738,6,False,True,799.71,13.94,False
1764-VUUMT,0,0,0,1,66,1,0,19.95,1269.1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,5.5,0,1,19.228787878787877,230.74545454545452,1,False,True,634.55,9.98,False
5073-WXOYN,1,0,0,0,60,0,1,50.8,3027.4,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,5.0,0,1,50.45666666666667,605.48,4,False,False,605.48,10.16,False
4713-ZBURT,0,0,0,1,45,1,0,99.7,4634.35,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,3.75,0,0,102.98555555555556,1235.8266666666668,5,False,True,772.39,16.62,False
