customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,tenure_group,monthly_charge_group,total_charge_group,tenure_years,new_customer,long_term_customer,avg_monthly_charges,revenue_per_year,has_streaming,has_internet,num_services,paperless_and_monthly,automatic_payments,total_charges_per_service,monthly_charges_per_service,loyal_high_spender
4945-RVMTE,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,No,25-48m,Medium ($40-$70),P50-75,2.3333333333333335,0,0,58.801785714285714,705.6214285714285,Yes,Yes,4,Yes,Yes,329.29,11.91,No
0201-OAMXR,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,Yes,49-72m,Very High (>$100),P90-100,5.833333333333333,0,1,116.10857142857144,1393.3028571428572,Yes,Yes,8,No,Yes,903.07,12.84,Yes
1866-NXPSP,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,2680.15,No,25-48m,High ($70-$100),P50-75,3.0,0,0,74.44861111111112,893.3833333333333,Yes,Yes,7,No,No,335.02,9.44,No
3372-KWFBM,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,Yes,13-24m,High ($70-$100),P25-50,1.3333333333333333,0,0,80.0625,960.75,Yes,Yes,3,Yes,No,320.25,21.65,No
7831-QGOXH,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,Yes,13-24m,High ($70-$100),P50-75,1.5,0,0,86.32777777777778,1035.9333333333334,Yes,Yes,3,Yes,No,388.48,21.3,No
6393-WRYZE,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,Yes,25-48m,High ($70-$100),P50-75,2.8333333333333335,0,0,94.33970588235294,1132.0764705882352,Yes,Yes,4,Yes,No,641.51,19.53,No
3941-XTSKM,Male,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,2049.05,No,25-48m,Medium ($40-$70),P50-75,3.5,0,0,48.786904761904765,585.4428571428572,Yes,Yes,4,No,Yes,409.81,9.02,No
1661-CZBAU,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,3629.2,No,25-48m,High ($70-$100),P50-75,4.0,0,1,75.60833333333333,907.3,Yes,Yes,5,No,Yes,604.87,11.82,No
6599-RCLCJ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,Yes,25-48m,Very High (>$100),P75-90,3.9166666666666665,0,0,109.03297872340426,1308.395744680851,Yes,Yes,7,Yes,No,640.57,13.69,No
9831-BPFRI,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55,3474.45,Yes,25-48m,High ($70-$100),P50-75,3.25,0,0,89.08846153846153,1069.0615384615385,No,Yes,5,No,No,579.07,14.92,No
5158-RIVOP,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,202.3,No,0-12m,Low(<40$),P10-25,0.9166666666666666,1,0,18.39090909090909,220.69090909090912,No,No,1,No,Yes,101.15,10.45,No
9788-YTFGE,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,No,0-12m,Low(<40$),P10-25,0.5833333333333334,1,0,21.071428571428573,252.85714285714283,No,No,1,No,No,73.75,9.98,No
9277-JOOMO,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,86.35,No,0-12m,Low(<40$),P10-25,0.25,1,0,28.78333333333333,345.4,No,No,1,No,No,43.18,12.3,No
1907-YLNYW,Male,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,579.0,No,0-12m,Medium ($40-$70),P25-50,0.6666666666666666,1,0,72.375,868.5,Yes,Yes,5,Yes,No,96.5,11.12,No
1725-MIMXW,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,19.45,Yes,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,19.45,233.4,No,No,1,No,No,9.72,9.72,No
8947-YRTDV,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,3131.55,No,25-48m,High ($70-$100),P50-75,2.6666666666666665,0,0,97.8609375,1174.3312500000002,Yes,Yes,6,No,No,447.36,13.54,No
3161-ONRWK,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,No,49-72m,Medium ($40-$70),P75-90,5.0,0,1,65.47166666666666,785.6600000000001,No,Yes,6,No,Yes,561.19,9.41,No
0114-RSRRW,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,No,0-12m,Low(<40$),P10-25,0.8333333333333334,1,0,18.775,225.29999999999998,No,No,1,Yes,Yes,93.88,9.98,No
4565-NLZBV,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1710.15,No,49-72m,Low(<40$),P50-75,5.916666666666667,0,1,24.086619718309862,289.0394366197183,No,No,1,No,Yes,855.08,12.32,No
0031-PVLZI,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,76.35,Yes,0-12m,Low(<40$),P0-10,0.3333333333333333,1,0,19.0875,229.04999999999998,No,No,1,No,No,38.17,10.18,No
7206-GZCDC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,0-12m,Medium ($40-$70),P0-10,0.08333333333333333,1,0,69.25,831.0,No,Yes,2,Yes,No,23.08,23.08,No
6682-VCIXC,Female,0,Yes,Yes,43,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151.6,No,25-48m,Medium ($40-$70),P50-75,3.5833333333333335,0,0,50.03720930232558,600.446511627907,Yes,Yes,5,No,Yes,358.6,8.54,No
4791-QRGMF,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes,49-72m,High ($70-$100),P75-90,4.916666666666667,0,1,101.035593220339,1212.4271186440678,Yes,Yes,5,No,Yes,993.52,16.58,No
6475-VHUIZ,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221.55,No,13-24m,Medium ($40-$70),P25-50,1.9166666666666667,0,0,53.11086956521739,637.3304347826087,No,Yes,4,Yes,No,244.31,10.85,No
3910-MRQOY,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.4,1496.45,No,49-72m,Low(<40$),P50-75,6.0,0,1,20.78402777777778,249.40833333333333,No,No,1,No,Yes,748.22,9.7,No
0661-WCQNQ,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292.2,No,13-24m,Medium ($40-$70),P25-50,1.8333333333333333,0,0,58.73636363636364,704.8363636363637,No,Yes,4,No,Yes,258.44,11.25,No
7537-RBWEA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,25.15,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,25.15,301.8,No,Yes,1,No,No,12.58,12.58,No
4656-CAURT,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1713.1,No,49-72m,Low(<40$),P50-75,5.75,0,1,24.827536231884057,297.9304347826087,No,No,1,No,Yes,856.55,11.98,No
0121-SNYRK,Male,0,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,No,49-72m,Low(<40$),P50-75,4.166666666666667,0,1,34.978,419.736,No,Yes,3,No,No,437.22,8.85,No
1768-ZAIFU,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,Yes,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,25.2,302.40000000000003,No,Yes,1,Yes,No,12.6,12.6,No
4671-LXRDQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,Yes,0-12m,Medium ($40-$70),P10-25,0.16666666666666666,1,0,48.225,578.7,No,Yes,2,No,No,32.15,15.0,No
3733-LSYCE,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,No,13-24m,High ($70-$100),P25-50,1.25,0,0,74.30333333333333,891.64,No,Yes,3,Yes,Yes,278.64,18.84,No
6265-FRMTQ,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,609.1,No,25-48m,Low(<40$),P25-50,2.5833333333333335,0,0,19.648387096774194,235.78064516129032,No,No,1,No,Yes,304.55,10.2,No
1934-SJVJK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,20.15,241.79999999999998,No,No,1,No,No,10.07,10.07,No
3838-OZURD,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes,49-72m,Very High (>$100),P90-100,5.5,0,1,108.07954545454545,1296.9545454545455,Yes,Yes,6,Yes,Yes,1019.04,15.0,Yes
1371-DWPAZ,Female,0,Yes,Yes,0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.05,0.0,No,0-12m,Medium ($40-$70),P0-10,0.0,1,0,,,Yes,Yes,6,No,Yes,0.0,8.01,No
9269-CQOOL,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,Yes,0-12m,Medium ($40-$70),P10-25,0.25,1,0,56.48333333333333,677.8,Yes,Yes,3,Yes,Yes,42.36,13.68,No
2017-CCBLH,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,141.6,No,0-12m,Low(<40$),P10-25,0.6666666666666666,1,0,17.7,212.4,No,No,1,No,No,70.8,10.0,No
7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,No,49-72m,High ($70-$100),P75-90,5.333333333333333,0,1,73.26015625,879.1218749999999,Yes,Yes,6,No,Yes,669.81,10.44,No
0536-BGFMZ,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,563.05,No,25-48m,Low(<40$),P25-50,2.3333333333333335,0,0,20.10892857142857,241.30714285714282,No,No,1,No,No,281.52,10.25,No
2293-IJWPS,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,No,49-72m,Very High (>$100),P90-100,4.75,0,1,105.0,1260.0,Yes,Yes,5,No,Yes,997.5,16.79,Yes
2845-HSJCY,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes,13-24m,High ($70-$100),P25-50,1.1666666666666667,0,0,89.89999999999999,1078.8,Yes,Yes,4,Yes,No,251.72,17.45,No
5469-NUJUR,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,No,13-24m,Low(<40$),P10-25,1.5833333333333333,0,0,19.657894736842106,235.89473684210526,No,No,1,No,No,186.75,9.98,No
1184-PJVDB,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2,Yes,0-12m,High ($70-$100),P25-50,0.8333333333333334,1,0,85.72,1028.64,Yes,Yes,3,Yes,No,214.3,19.99,No
2625-TRCZQ,Female,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,2553.35,No,49-72m,Medium ($40-$70),P50-75,4.25,0,1,50.0656862745098,600.7882352941176,Yes,Yes,4,Yes,No,510.67,9.93,No
4102-HLENU,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,4322.85,No,49-72m,Medium ($40-$70),P75-90,5.583333333333333,0,1,64.52014925373135,774.2417910447763,No,Yes,5,No,No,720.48,10.94,No
7266-GSSJX,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,No,0-12m,Low(<40$),P10-25,0.9166666666666666,1,0,22.8,273.6,No,No,1,Yes,No,125.4,10.22,No
7722-VJRQD,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,No,49-72m,Medium ($40-$70),P75-90,6.0,0,1,63.181250000000006,758.1750000000001,Yes,Yes,6,No,Yes,649.86,8.71,No
7073-QETQY,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.35,1359.5,No,49-72m,Low(<40$),P25-50,5.5,0,1,20.598484848484848,247.1818181818182,No,No,1,No,No,679.75,10.18,No
9415-DPEWS,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,1639.3,Yes,13-24m,High ($70-$100),P50-75,1.5,0,0,91.07222222222222,1092.8666666666666,Yes,Yes,4,Yes,No,327.86,17.67,No
5624-RYAMH,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,178.85,No,0-12m,Low(<40$),P10-25,0.75,1,0,19.87222222222222,238.46666666666667,No,No,1,Yes,No,89.42,9.75,No
0196-JTUQI,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85,No,0-12m,High ($70-$100),P25-50,0.75,1,0,70.42777777777778,845.1333333333333,No,Yes,2,Yes,Yes,211.28,25.07,No
7130-YXBRO,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,No,25-48m,Very High (>$100),P75-90,4.0,0,1,110.73125,1328.775,Yes,Yes,7,Yes,Yes,664.39,13.93,Yes
9272-LSVYH,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,No,0-12m,High ($70-$100),P25-50,0.8333333333333334,1,0,73.55,882.5999999999999,No,Yes,2,No,No,245.17,23.38,No
7943-RQCHR,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,Yes,0-12m,High ($70-$100),P25-50,0.75,1,0,98.87777777777778,1186.5333333333333,Yes,Yes,4,Yes,No,177.98,18.95,No
3793-MMFUH,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,1290.0,Yes,13-24m,High ($70-$100),P25-50,1.0833333333333333,0,0,99.23076923076923,1190.769230769231,Yes,Yes,4,Yes,No,258.0,19.01,No
3249-ZPQRG,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,Yes,0-12m,High ($70-$100),P10-25,0.3333333333333333,1,0,82.5125,990.1500000000001,No,Yes,3,Yes,No,82.51,19.61,No
2568-BRGYX,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,Yes,0-12m,High ($70-$100),P10-25,0.3333333333333333,1,0,59.4875,713.85,No,Yes,2,Yes,No,79.32,23.4,No
3084-DOWLE,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,No,49-72m,High ($70-$100),P90-100,6.0,0,1,89.92222222222222,1079.0666666666666,Yes,Yes,8,No,Yes,719.38,10.22,No
1084-MNSMJ,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,No,49-72m,High ($70-$100),P75-90,4.25,0,1,86.70490196078431,1040.4588235294118,Yes,Yes,8,No,Yes,491.33,9.5,No
7721-JXEAW,Male,0,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,Yes,49-72m,Medium ($40-$70),P50-75,4.916666666666667,0,1,41.57118644067796,498.85423728813555,Yes,Yes,3,Yes,Yes,613.17,10.26,No
7249-WBIYX,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,Yes,0-12m,High ($70-$100),P25-50,0.8333333333333334,1,0,81.385,976.62,Yes,Yes,3,Yes,No,203.46,21.4,No
4238-HFHSN,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,4904.85,No,49-72m,High ($70-$100),P75-90,5.083333333333333,0,1,80.40737704918034,964.888524590164,No,Yes,3,Yes,No,1226.21,20.54,No
6250-CGGUN,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4,4484.05,No,49-72m,High ($70-$100),P75-90,4.5,0,1,83.03796296296296,996.4555555555556,No,Yes,5,No,No,747.34,14.07,No
5478-JJVZK,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,No,25-48m,Medium ($40-$70),P50-75,2.75,0,0,61.631818181818176,739.5818181818181,No,Yes,4,No,No,406.77,12.18,No
7596-IIWYC,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25,538.2,No,25-48m,Low(<40$),P25-50,2.25,0,0,19.933333333333334,239.20000000000002,No,No,1,No,Yes,269.1,10.12,No
6567-HOOPW,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,Yes,0-12m,High ($70-$100),P0-10,0.08333333333333333,1,0,79.2,950.4000000000001,Yes,Yes,3,Yes,No,19.8,19.8,No
9793-WECQC,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,2192.9,No,13-24m,High ($70-$100),P50-75,1.9166666666666667,0,0,95.34347826086957,1144.121739130435,Yes,Yes,5,No,No,365.48,15.88,No
4291-HPAXL,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,19.85,238.20000000000002,No,No,1,No,No,9.93,9.93,No
8999-YPYBV,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,3858.05,No,25-48m,High ($70-$100),P75-90,3.75,0,0,85.73444444444445,1028.8133333333333,Yes,Yes,8,No,No,428.67,9.37,No
1839-FBNFR,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,854.8,No,25-48m,Low(<40$),P25-50,3.25,0,0,21.91794871794872,263.0153846153846,No,No,1,No,Yes,427.4,9.93,No
3164-AALRN,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347.4,Yes,0-12m,Medium ($40-$70),P10-25,0.4166666666666667,1,0,69.47999999999999,833.7599999999999,Yes,Yes,5,No,No,57.9,11.67,No
3071-MVJCD,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,No,49-72m,High ($70-$100),P75-90,6.0,0,1,80.76597222222222,969.1916666666666,Yes,Yes,7,No,Yes,726.89,10.29,No
1697-BCSHV,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,No,49-72m,Medium ($40-$70),P75-90,4.833333333333333,0,1,68.45517241379311,821.4620689655173,Yes,Yes,4,Yes,Yes,794.08,13.36,No
0562-KBDVM,Female,0,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No,49-72m,Medium ($40-$70),P50-75,5.833333333333333,0,1,43.68785714285715,524.2542857142857,No,Yes,5,No,Yes,509.69,7.43,No
1131-SUEKT,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,No,49-72m,High ($70-$100),P90-100,5.083333333333333,0,1,100.74098360655738,1208.8918032786885,Yes,Yes,6,No,Yes,877.89,14.06,No
3717-OEAUQ,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,No,0-12m,High ($70-$100),P10-25,0.16666666666666666,1,0,64.6,775.1999999999999,No,Yes,2,No,No,43.07,23.57,No
4538-WNTMJ,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,No,25-48m,Low(<40$),P25-50,3.8333333333333335,0,0,25.345652173913045,304.1478260869565,No,No,1,No,No,582.95,12.48,No
3334-CTHOL,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,Yes,0-12m,Medium ($40-$70),P0-10,0.08333333333333333,1,0,49.95,599.4000000000001,No,Yes,2,Yes,Yes,16.65,16.65,No
4704-ERYFC,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,Yes,13-24m,Medium ($40-$70),P50-75,1.8333333333333333,0,0,70.63636363636364,847.6363636363636,No,Yes,2,Yes,No,518.0,23.08,No
9432-RUVSL,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,No,25-48m,Very High (>$100),P75-90,4.0,0,1,102.171875,1226.0625,Yes,Yes,7,No,Yes,613.03,12.81,Yes
8060-HIWJJ,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,No,49-72m,High ($70-$100),P75-90,5.333333333333333,0,1,88.00859375,1056.103125,Yes,Yes,7,No,Yes,704.07,10.82,No
7684-XSZIY,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,No,49-72m,Low(<40$),P50-75,6.0,0,1,22.822916666666668,273.875,No,No,1,No,Yes,821.62,12.15,No
9089-UOWJG,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,No,0-12m,Medium ($40-$70),P25-50,1.0,1,0,61.7125,740.55,Yes,Yes,4,Yes,Yes,148.11,11.67,No
8621-MNIHH,Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,Yes,25-48m,High ($70-$100),P50-75,2.8333333333333335,0,0,94.63382352941177,1135.605882352941,Yes,Yes,5,Yes,No,536.26,15.71,No
8039-ACLPL,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888.2,No,49-72m,Medium ($40-$70),P75-90,6.0,0,1,67.89166666666667,814.6999999999999,Yes,Yes,6,No,Yes,698.31,9.82,No
9885-AIBVB,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,No,25-48m,High ($70-$100),P50-75,2.4166666666666665,0,0,84.14655172413794,1009.7586206896552,No,Yes,4,Yes,No,488.05,17.16,No
1934-MKPXS,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,620.55,No,25-48m,Low(<40$),P25-50,2.75,0,0,18.804545454545455,225.65454545454543,No,No,1,No,Yes,310.27,10.05,No
2592-YKDIF,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,20.35,244.20000000000002,No,No,1,No,No,10.18,10.18,No
2272-JKMSI,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,6840.95,No,49-72m,Very High (>$100),P90-100,5.166666666666667,0,1,110.33790322580644,1324.0548387096774,Yes,Yes,7,No,No,855.12,13.85,Yes
0471-LVHGK,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,Yes,25-48m,High ($70-$100),P50-75,3.4166666666666665,0,0,73.19999999999999,878.4,Yes,Yes,5,No,No,500.2,12.17,No
9518-RWHZL,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,Yes,49-72m,Very High (>$100),P90-100,5.333333333333333,0,1,97.721875,1172.6625000000001,Yes,Yes,5,No,Yes,1042.37,16.68,Yes
